# Eden New Frontiers keeps and towers (Eden war map, via DAoCLogWatcher frontier_zones.json) with piece layouts from Dawn-of-Light db-public (Keep, KeepComponent).
# Position and heading from db-public where a keep or tower lies within 1200 units, else the Eden position. heading in degrees, piece x/y in 148 unit grid steps, piece heading in 90 degree steps
region,keep_id,name,realm,x,y,z,heading,skin,piece_x,piece_y,piece_heading
163,64,Caer Erasleigh,1,571582,548180,8232,205,24,1,-7,0
163,64,Caer Erasleigh,1,571582,548180,8232,205,25,7,-7,0
163,64,Caer Erasleigh,1,571582,548180,8232,205,29,7,-6,3
163,64,Caer Erasleigh,1,571582,548180,8232,205,21,10,0,3
163,64,Caer Erasleigh,1,571582,548180,8232,205,29,7,3,3
163,64,Caer Erasleigh,1,571582,548180,8232,205,25,7,9,3
163,64,Caer Erasleigh,1,571582,548180,8232,205,23,-5,-10,0
163,64,Caer Erasleigh,1,571582,548180,8232,205,27,-12,-7,0
163,64,Caer Erasleigh,1,571582,548180,8232,205,29,6,9,2
163,64,Caer Erasleigh,1,571582,548180,8232,205,23,0,12,2
163,64,Caer Erasleigh,1,571582,548180,8232,205,27,-6,15,1
163,64,Caer Erasleigh,1,571582,548180,8232,205,21,-9,-4,1
163,64,Caer Erasleigh,1,571582,548180,8232,205,28,-9,8,1
163,64,Caer Erasleigh,1,571582,548180,8232,205,20,-7,6,0
163,65,Caer Boldiam,1,606865,576030,8880,0,30,3,7,2
163,65,Caer Boldiam,1,606865,576030,8880,0,24,1,0,0
163,65,Caer Boldiam,1,606865,576030,8880,0,27,-9,16,1
163,65,Caer Boldiam,1,606865,576030,8880,0,21,-6,13,2
163,65,Caer Boldiam,1,606865,576030,8880,0,21,7,-3,0
163,65,Caer Boldiam,1,606865,576030,8880,0,27,16,10,2
163,65,Caer Boldiam,1,606865,576030,8880,0,23,9,13,2
163,65,Caer Boldiam,1,606865,576030,8880,0,22,12,1,3
163,65,Caer Boldiam,1,606865,576030,8880,0,27,10,-6,3
163,65,Caer Boldiam,1,606865,576030,8880,0,26,-5,-8,3
163,65,Caer Boldiam,1,606865,576030,8880,0,27,-8,-15,3
163,65,Caer Boldiam,1,606865,576030,8880,0,25,-9,-9,1
163,65,Caer Boldiam,1,606865,576030,8880,0,22,-11,0,1
163,65,Caer Boldiam,1,606865,576030,8880,0,28,-12,9,1
163,65,Caer Boldiam,1,606865,576030,8880,0,23,-12,6,1
163,65,Caer Boldiam,1,606865,576030,8880,0,20,-7,2,0
163,66,Caer Sursbrooke,1,582186,601117,8496,90,30,7,-3,3
163,66,Caer Sursbrooke,1,582186,601117,8496,90,24,-8,-4,0
163,66,Caer Sursbrooke,1,582186,601117,8496,90,27,-15,-4,0
163,66,Caer Sursbrooke,1,582186,601117,8496,90,23,-2,-7,0
163,66,Caer Sursbrooke,1,582186,601117,8496,90,23,4,-7,0
163,66,Caer Sursbrooke,1,582186,601117,8496,90,27,10,-10,3
163,66,Caer Sursbrooke,1,582186,601117,8496,90,22,-11,5,1
163,66,Caer Sursbrooke,1,582186,601117,8496,90,27,-9,12,1
163,66,Caer Sursbrooke,1,582186,601117,8496,90,29,-3,6,2
163,66,Caer Sursbrooke,1,582186,601117,8496,90,29,3,6,2
163,66,Caer Sursbrooke,1,582186,601117,8496,90,23,9,9,2
163,66,Caer Sursbrooke,1,582186,601117,8496,90,27,16,6,2
163,67,Caer Hurbury,1,599604,650643,8424,110,30,-6,9,1
163,67,Caer Hurbury,1,599604,650643,8424,110,24,9,-3,1
163,67,Caer Hurbury,1,599604,650643,8424,110,27,10,-15,3
163,67,Caer Hurbury,1,599604,650643,8424,110,26,1,3,0
163,67,Caer Hurbury,1,599604,650643,8424,110,25,9,-9,1
163,67,Caer Hurbury,1,599604,650643,8424,110,27,-15,-9,0
163,67,Caer Hurbury,1,599604,650643,8424,110,26,-5,-2,3
163,67,Caer Hurbury,1,599604,650643,8424,110,23,13,-8,3
163,67,Caer Hurbury,1,599604,650643,8424,110,25,-8,-9,0
163,67,Caer Hurbury,1,599604,650643,8424,110,29,-8,-8,3
163,67,Caer Hurbury,1,599604,650643,8424,110,22,12,1,3
163,67,Caer Hurbury,1,599604,650643,8424,110,28,13,-2,3
163,67,Caer Hurbury,1,599604,650643,8424,110,27,16,10,2
163,67,Caer Hurbury,1,599604,650643,8424,110,28,-12,-6,1
163,67,Caer Hurbury,1,599604,650643,8424,110,23,-12,0,1
163,67,Caer Hurbury,1,599604,650643,8424,110,29,-3,10,2
163,67,Caer Hurbury,1,599604,650643,8424,110,23,3,13,2
163,67,Caer Hurbury,1,599604,650643,8424,110,29,9,10,2
163,67,Caer Hurbury,1,599604,650643,8424,110,25,-9,10,2
163,68,Caer Renaris,1,627175,607498,8576,15,30,-5,8,0
163,68,Caer Renaris,1,627175,607498,8576,15,24,-2,-9,0
163,68,Caer Renaris,1,627175,607498,8576,15,21,4,-12,0
163,68,Caer Renaris,1,627175,607498,8576,15,21,-5,-12,0
163,68,Caer Renaris,1,627175,607498,8576,15,27,-12,-9,0
163,68,Caer Renaris,1,627175,607498,8576,15,27,7,-15,3
163,68,Caer Renaris,1,627175,607498,8576,15,29,3,10,2
163,68,Caer Renaris,1,627175,607498,8576,15,23,10,-8,3
163,68,Caer Renaris,1,627175,607498,8576,15,23,10,4,3
163,68,Caer Renaris,1,627175,607498,8576,15,27,13,10,2
163,68,Caer Renaris,1,627175,607498,8576,15,28,6,13,2
163,68,Caer Renaris,1,627175,607498,8576,15,27,-6,16,1
163,68,Caer Renaris,1,627175,607498,8576,15,23,-9,9,1
163,68,Caer Renaris,1,627175,607498,8576,15,23,-9,-3,1
163,68,Caer Renaris,1,627175,607498,8576,15,32,-6,3,1
163,68,Caer Renaris,1,627175,607498,8576,15,32,7,-2,3
163,68,Caer Renaris,1,627175,607498,8576,15,33,4,2,0
163,68,Caer Renaris,1,627175,607498,8576,15,21,-3,13,2
163,82,Bledmeer Faste,2,533519,407488,8944,0,30,-5,5,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,24,-2,-6,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,4,-9,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,-5,-9,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,25,-6,-6,1
163,82,Bledmeer Faste,2,533519,407488,8944,0,25,7,-6,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,10,1,3
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,-9,3,1
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,-3,10,2
163,82,Bledmeer Faste,2,533519,407488,8944,0,29,6,7,2
163,82,Bledmeer Faste,2,533519,407488,8944,0,28,-9,6,1
163,82,Bledmeer Faste,2,533519,407488,8944,0,28,10,4,3
163,82,Bledmeer Faste,2,533519,407488,8944,0,25,7,7,3
163,82,Bledmeer Faste,2,533519,407488,8944,0,21,0,10,2
163,82,Bledmeer Faste,2,533519,407488,8944,0,32,-6,0,1
163,82,Bledmeer Faste,2,533519,407488,8944,0,32,7,-5,3
163,82,Bledmeer Faste,2,533519,407488,8944,0,33,4,-1,0
163,82,Bledmeer Faste,2,533519,407488,8944,0,27,-6,13,1
163,83,Nottmoor Faste,2,535060,365500,8720,0,30,0,8,1
163,83,Nottmoor Faste,2,535060,365500,8720,0,24,-2,-7,0
163,83,Nottmoor Faste,2,535060,365500,8720,0,25,4,-7,0
163,83,Nottmoor Faste,2,535060,365500,8720,0,25,-3,-7,1
163,83,Nottmoor Faste,2,535060,365500,8720,0,29,-3,-1,1
163,83,Nottmoor Faste,2,535060,365500,8720,0,29,4,-6,3
163,83,Nottmoor Faste,2,535060,365500,8720,0,22,6,0,3
163,83,Nottmoor Faste,2,535060,365500,8720,0,27,10,9,2
163,83,Nottmoor Faste,2,535060,365500,8720,0,27,-3,15,1
163,83,Nottmoor Faste,2,535060,365500,8720,0,23,3,12,2
163,83,Nottmoor Faste,2,535060,365500,8720,0,20,-6,4,0
163,84,Hlidskialf Faste,2,640960,410560,8424,310,30,-3,5,1
163,84,Hlidskialf Faste,2,640960,410560,8424,310,24,1,-7,0
163,84,Hlidskialf Faste,2,640960,410560,8424,310,25,7,-7,0
163,84,Hlidskialf Faste,2,640960,410560,8424,310,29,7,-6,3
163,84,Hlidskialf Faste,2,640960,410560,8424,310,21,10,0,3
163,84,Hlidskialf Faste,2,640960,410560,8424,310,29,7,3,3
163,84,Hlidskialf Faste,2,640960,410560,8424,310,25,7,9,3
163,84,Hlidskialf Faste,2,640960,410560,8424,310,23,-5,-10,0
163,84,Hlidskialf Faste,2,640960,410560,8424,310,27,-12,-7,0
163,84,Hlidskialf Faste,2,640960,410560,8424,310,29,6,9,2
163,84,Hlidskialf Faste,2,640960,410560,8424,310,23,0,12,2
163,84,Hlidskialf Faste,2,640960,410560,8424,310,27,-6,15,1
163,84,Hlidskialf Faste,2,640960,410560,8424,310,21,-9,-4,1
163,84,Hlidskialf Faste,2,640960,410560,8424,310,28,-9,8,1
163,84,Hlidskialf Faste,2,640960,410560,8424,310,20,-7,6,0
163,85,Blendrake Faste,2,601166,408636,8280,0,30,7,-3,3
163,85,Blendrake Faste,2,601166,408636,8280,0,24,-8,-4,0
163,85,Blendrake Faste,2,601166,408636,8280,0,27,-15,-4,0
163,85,Blendrake Faste,2,601166,408636,8280,0,23,-2,-7,0
163,85,Blendrake Faste,2,601166,408636,8280,0,23,4,-7,0
163,85,Blendrake Faste,2,601166,408636,8280,0,27,10,-10,3
163,85,Blendrake Faste,2,601166,408636,8280,0,22,-11,5,1
163,85,Blendrake Faste,2,601166,408636,8280,0,27,-9,12,1
163,85,Blendrake Faste,2,601166,408636,8280,0,29,-3,6,2
163,85,Blendrake Faste,2,601166,408636,8280,0,29,3,6,2
163,85,Blendrake Faste,2,601166,408636,8280,0,23,9,9,2
163,85,Blendrake Faste,2,601166,408636,8280,0,27,16,6,2
163,86,Glenlock Faste,2,609472,376000,8904,180,30,3,7,2
163,86,Glenlock Faste,2,609472,376000,8904,180,24,1,0,0
163,86,Glenlock Faste,2,609472,376000,8904,180,27,-9,16,1
163,86,Glenlock Faste,2,609472,376000,8904,180,21,-6,13,2
163,86,Glenlock Faste,2,609472,376000,8904,180,21,7,-3,0
163,86,Glenlock Faste,2,609472,376000,8904,180,27,16,10,2
163,86,Glenlock Faste,2,609472,376000,8904,180,23,9,13,2
163,86,Glenlock Faste,2,609472,376000,8904,180,22,12,1,3
163,86,Glenlock Faste,2,609472,376000,8904,180,27,10,-6,3
163,86,Glenlock Faste,2,609472,376000,8904,180,26,-5,-8,3
163,86,Glenlock Faste,2,609472,376000,8904,180,27,-8,-15,3
163,86,Glenlock Faste,2,609472,376000,8904,180,25,-9,-9,1
163,86,Glenlock Faste,2,609472,376000,8904,180,22,-11,0,1
163,86,Glenlock Faste,2,609472,376000,8904,180,28,-12,9,1
163,86,Glenlock Faste,2,609472,376000,8904,180,23,-12,6,1
163,86,Glenlock Faste,2,609472,376000,8904,180,20,-7,2,0
163,87,Fensalir Faste,2,639744,345600,8664,270,30,-5,8,0
163,87,Fensalir Faste,2,639744,345600,8664,270,24,-2,-9,0
163,87,Fensalir Faste,2,639744,345600,8664,270,21,4,-12,0
163,87,Fensalir Faste,2,639744,345600,8664,270,21,-5,-12,0
163,87,Fensalir Faste,2,639744,345600,8664,270,27,-12,-9,0
163,87,Fensalir Faste,2,639744,345600,8664,270,27,7,-15,3
163,87,Fensalir Faste,2,639744,345600,8664,270,29,3,10,2
163,87,Fensalir Faste,2,639744,345600,8664,270,23,10,-8,3
163,87,Fensalir Faste,2,639744,345600,8664,270,23,10,4,3
163,87,Fensalir Faste,2,639744,345600,8664,270,27,13,10,2
163,87,Fensalir Faste,2,639744,345600,8664,270,28,6,13,2
163,87,Fensalir Faste,2,639744,345600,8664,270,27,-6,16,1
163,87,Fensalir Faste,2,639744,345600,8664,270,23,-9,9,1
163,87,Fensalir Faste,2,639744,345600,8664,270,23,-9,-3,1
163,87,Fensalir Faste,2,639744,345600,8664,270,32,-6,3,1
163,87,Fensalir Faste,2,639744,345600,8664,270,32,7,-2,3
163,87,Fensalir Faste,2,639744,345600,8664,270,33,4,2,0
163,87,Fensalir Faste,2,639744,345600,8664,270,21,-3,13,2
163,88,Arvakr Faste,2,685480,389038,8696,270,30,-6,9,1
163,88,Arvakr Faste,2,685480,389038,8696,270,24,9,-3,1
163,88,Arvakr Faste,2,685480,389038,8696,270,27,10,-15,3
163,88,Arvakr Faste,2,685480,389038,8696,270,26,1,3,0
163,88,Arvakr Faste,2,685480,389038,8696,270,25,9,-9,1
163,88,Arvakr Faste,2,685480,389038,8696,270,27,-15,-9,0
163,88,Arvakr Faste,2,685480,389038,8696,270,26,-5,-2,3
163,88,Arvakr Faste,2,685480,389038,8696,270,23,13,-8,3
163,88,Arvakr Faste,2,685480,389038,8696,270,25,-8,-9,0
163,88,Arvakr Faste,2,685480,389038,8696,270,29,-8,-8,3
163,88,Arvakr Faste,2,685480,389038,8696,270,22,12,1,3
163,88,Arvakr Faste,2,685480,389038,8696,270,28,13,-2,3
163,88,Arvakr Faste,2,685480,389038,8696,270,27,16,10,2
163,88,Arvakr Faste,2,685480,389038,8696,270,28,-12,-6,1
163,88,Arvakr Faste,2,685480,389038,8696,270,23,-12,0,1
163,88,Arvakr Faste,2,685480,389038,8696,270,29,-3,10,2
163,88,Arvakr Faste,2,685480,389038,8696,270,23,3,13,2
163,88,Arvakr Faste,2,685480,389038,8696,270,29,9,10,2
163,88,Arvakr Faste,2,685480,389038,8696,270,25,-9,10,2
163,107,Dun Crauchon,3,472315,501225,8776,11,30,-5,5,0
163,107,Dun Crauchon,3,472315,501225,8776,11,24,-2,-6,0
163,107,Dun Crauchon,3,472315,501225,8776,11,21,4,-9,0
163,107,Dun Crauchon,3,472315,501225,8776,11,21,-5,-9,0
163,107,Dun Crauchon,3,472315,501225,8776,11,25,-6,-6,1
163,107,Dun Crauchon,3,472315,501225,8776,11,25,7,-6,0
163,107,Dun Crauchon,3,472315,501225,8776,11,21,10,1,3
163,107,Dun Crauchon,3,472315,501225,8776,11,21,-9,3,1
163,107,Dun Crauchon,3,472315,501225,8776,11,21,-3,10,2
163,107,Dun Crauchon,3,472315,501225,8776,11,29,6,7,2
163,107,Dun Crauchon,3,472315,501225,8776,11,28,-9,6,1
163,107,Dun Crauchon,3,472315,501225,8776,11,28,10,4,3
163,107,Dun Crauchon,3,472315,501225,8776,11,25,7,7,3
163,107,Dun Crauchon,3,472315,501225,8776,11,21,0,10,2
163,107,Dun Crauchon,3,472315,501225,8776,11,32,-6,0,1
163,107,Dun Crauchon,3,472315,501225,8776,11,32,7,-5,3
163,107,Dun Crauchon,3,472315,501225,8776,11,33,4,-1,0
163,107,Dun Crauchon,3,472315,501225,8776,11,27,-6,13,1
163,108,Dun Crimthain,3,431788,507310,8752,0,30,0,8,1
163,108,Dun Crimthain,3,431788,507310,8752,0,24,-2,-7,0
163,108,Dun Crimthain,3,431788,507310,8752,0,25,4,-7,0
163,108,Dun Crimthain,3,431788,507310,8752,0,25,-3,-7,1
163,108,Dun Crimthain,3,431788,507310,8752,0,29,-3,-1,1
163,108,Dun Crimthain,3,431788,507310,8752,0,29,4,-6,3
163,108,Dun Crimthain,3,431788,507310,8752,0,22,6,0,3
163,108,Dun Crimthain,3,431788,507310,8752,0,27,10,9,2
163,108,Dun Crimthain,3,431788,507310,8752,0,27,-3,15,1
163,108,Dun Crimthain,3,431788,507310,8752,0,23,3,12,2
163,108,Dun Crimthain,3,431788,507310,8752,0,20,-6,4,0
163,109,Dun Bolg,3,475918,543134,8232,0,30,-3,5,1
163,109,Dun Bolg,3,475918,543134,8232,0,24,1,-7,0
163,109,Dun Bolg,3,475918,543134,8232,0,25,7,-7,0
163,109,Dun Bolg,3,475918,543134,8232,0,29,7,-6,3
163,109,Dun Bolg,3,475918,543134,8232,0,21,10,0,3
163,109,Dun Bolg,3,475918,543134,8232,0,29,7,3,3
163,109,Dun Bolg,3,475918,543134,8232,0,25,7,9,3
163,109,Dun Bolg,3,475918,543134,8232,0,23,-5,-10,0
163,109,Dun Bolg,3,475918,543134,8232,0,27,-12,-7,0
163,109,Dun Bolg,3,475918,543134,8232,0,29,6,9,2
163,109,Dun Bolg,3,475918,543134,8232,0,23,0,12,2
163,109,Dun Bolg,3,475918,543134,8232,0,27,-6,15,1
163,109,Dun Bolg,3,475918,543134,8232,0,21,-9,-4,1
163,109,Dun Bolg,3,475918,543134,8232,0,28,-9,8,1
163,109,Dun Bolg,3,475918,543134,8232,0,20,-7,6,0
163,110,Dun nGed,3,442055,576866,8880,180,30,3,7,2
163,110,Dun nGed,3,442055,576866,8880,180,24,1,0,0
163,110,Dun nGed,3,442055,576866,8880,180,27,-9,16,1
163,110,Dun nGed,3,442055,576866,8880,180,21,-6,13,2
163,110,Dun nGed,3,442055,576866,8880,180,21,7,-3,0
163,110,Dun nGed,3,442055,576866,8880,180,27,16,10,2
163,110,Dun nGed,3,442055,576866,8880,180,23,9,13,2
163,110,Dun nGed,3,442055,576866,8880,180,22,12,1,3
163,110,Dun nGed,3,442055,576866,8880,180,27,10,-6,3
163,110,Dun nGed,3,442055,576866,8880,180,26,-5,-8,3
163,110,Dun nGed,3,442055,576866,8880,180,27,-8,-15,3
163,110,Dun nGed,3,442055,576866,8880,180,25,-9,-9,1
163,110,Dun nGed,3,442055,576866,8880,180,22,-11,0,1
163,110,Dun nGed,3,442055,576866,8880,180,28,-12,9,1
163,110,Dun nGed,3,442055,576866,8880,180,23,-12,6,1
163,110,Dun nGed,3,442055,576866,8880,180,20,-7,2,0
163,111,Dun da Behnn,3,477933,596314,8368,180,30,7,-3,3
163,111,Dun da Behnn,3,477933,596314,8368,180,24,-8,-4,0
163,111,Dun da Behnn,3,477933,596314,8368,180,27,-15,-4,0
163,111,Dun da Behnn,3,477933,596314,8368,180,23,-2,-7,0
163,111,Dun da Behnn,3,477933,596314,8368,180,23,4,-7,0
163,111,Dun da Behnn,3,477933,596314,8368,180,27,10,-10,3
163,111,Dun da Behnn,3,477933,596314,8368,180,22,-11,5,1
163,111,Dun da Behnn,3,477933,596314,8368,180,27,-9,12,1
163,111,Dun da Behnn,3,477933,596314,8368,180,29,-3,6,2
163,111,Dun da Behnn,3,477933,596314,8368,180,29,3,6,2
163,111,Dun da Behnn,3,477933,596314,8368,180,23,9,9,2
163,111,Dun da Behnn,3,477933,596314,8368,180,27,16,6,2
163,112,Dun Scathaig,3,448113,666495,6720,180,30,-5,8,0
163,112,Dun Scathaig,3,448113,666495,6720,180,24,-2,-9,0
163,112,Dun Scathaig,3,448113,666495,6720,180,21,4,-12,0
163,112,Dun Scathaig,3,448113,666495,6720,180,21,-5,-12,0
163,112,Dun Scathaig,3,448113,666495,6720,180,27,-12,-9,0
163,112,Dun Scathaig,3,448113,666495,6720,180,27,7,-15,3
163,112,Dun Scathaig,3,448113,666495,6720,180,29,3,10,2
163,112,Dun Scathaig,3,448113,666495,6720,180,23,10,-8,3
163,112,Dun Scathaig,3,448113,666495,6720,180,23,10,4,3
163,112,Dun Scathaig,3,448113,666495,6720,180,27,13,10,2
163,112,Dun Scathaig,3,448113,666495,6720,180,28,6,13,2
163,112,Dun Scathaig,3,448113,666495,6720,180,27,-6,16,1
163,112,Dun Scathaig,3,448113,666495,6720,180,23,-9,9,1
163,112,Dun Scathaig,3,448113,666495,6720,180,23,-9,-3,1
163,112,Dun Scathaig,3,448113,666495,6720,180,32,-6,3,1
163,112,Dun Scathaig,3,448113,666495,6720,180,32,7,-2,3
163,112,Dun Scathaig,3,448113,666495,6720,180,33,4,2,0
163,112,Dun Scathaig,3,448113,666495,6720,180,21,-3,13,2
163,113,Dun Ailinne,3,411649,607307,8496,0,30,-6,9,1
163,113,Dun Ailinne,3,411649,607307,8496,0,24,9,-3,1
163,113,Dun Ailinne,3,411649,607307,8496,0,27,10,-15,3
163,113,Dun Ailinne,3,411649,607307,8496,0,26,1,3,0
163,113,Dun Ailinne,3,411649,607307,8496,0,25,9,-9,1
163,113,Dun Ailinne,3,411649,607307,8496,0,27,-15,-9,0
163,113,Dun Ailinne,3,411649,607307,8496,0,26,-5,-2,3
163,113,Dun Ailinne,3,411649,607307,8496,0,23,13,-8,3
163,113,Dun Ailinne,3,411649,607307,8496,0,25,-8,-9,0
163,113,Dun Ailinne,3,411649,607307,8496,0,29,-8,-8,3
163,113,Dun Ailinne,3,411649,607307,8496,0,22,12,1,3
163,113,Dun Ailinne,3,411649,607307,8496,0,28,13,-2,3
163,113,Dun Ailinne,3,411649,607307,8496,0,27,16,10,2
163,113,Dun Ailinne,3,411649,607307,8496,0,28,-12,-6,1
163,113,Dun Ailinne,3,411649,607307,8496,0,23,-12,0,1
163,113,Dun Ailinne,3,411649,607307,8496,0,29,-3,10,2
163,113,Dun Ailinne,3,411649,607307,8496,0,23,3,13,2
163,113,Dun Ailinne,3,411649,607307,8496,0,29,9,10,2
163,113,Dun Ailinne,3,411649,607307,8496,0,25,-9,10,2
163,319,Caer Berkstead Guardtower,1,611588,510448,8728,0,31,-4,6,0
163,320,Caer Erasleigh Watchtower,1,589727,544078,8120,250,31,-4,6,0
163,321,Caer Boldiam Watchtower,1,623970,583502,8880,0,31,-4,6,0
163,322,Caer Sursbrooke Watchtower,1,591262,583230,8010,230,31,-4,6,0
163,323,Caer Hurbury Guardtower,1,594620,649146,8424,112,31,-4,6,0
163,324,Caer Renaris Guardtower,1,624880,612305,8576,25,31,-4,6,0
163,338,Bledmeer Faste Guardtower,2,530276,411344,8944,45,31,-4,6,0
163,339,Nottmoor Faste Watchtower,2,535214,371178,8720,35,31,-4,6,0
163,340,Hlidskialf Faste Guardtower,2,644686,415489,8424,333,31,-4,6,0
163,341,Blendrake Faste Watchtower,2,579860,392185,8280,0,31,-4,6,0
163,342,Glenlock Faste Guardtower,2,608208,370356,8880,175,31,-4,6,0
163,343,Fensalir Faste Guardtower,2,645001,346117,8664,290,31,-4,6,0
163,344,Arvakr Faste Guardtower,2,691210,389821,8696,270,31,-4,6,0
163,363,Dun Crauchon Guardtower,3,476996,498913,8776,240,31,-4,6,0
163,364,Dun Crimthain Watchtower,3,437020,505263,8752,0,31,-4,6,0
163,365,Dun Bolg Watchtower,3,459442,544172,8102,84,31,-4,6,0
163,366,Dun nGed Guardtower,3,443029,571813,8880,205,31,-4,6,0
163,367,Dun da Behnn Watchtower,3,457928,592410,8368,0,31,-4,6,0
163,368,Dun Scathaig Watchtower,3,459773,652423,6720,0,31,-4,6,0
163,369,Dun Ailinne Guardtower,3,412822,612291,8496,350,31,-4,6,0
163,574,Caer Benowyc Watchtower,1,572724,498921,8776,114,31,-4,6,0
163,575,Caer Berkstead Watchtower,1,592184,517369,8753,0,31,-4,6,0
163,576,Caer Erasleigh Guardtower,1,574881,543820,8048,225,31,-4,6,0
163,577,Caer Boldiam Guardtower,1,608348,581017,8880,350,31,-4,6,0
163,578,Caer Sursbrooke Guardtower,1,577836,599190,8496,140,31,-4,6,0
163,579,Caer Hurbury Watchtower,1,598208,628922,9112,173,31,-4,6,0
163,580,Caer Renaris Watchtower,1,611195,609271,8720,94,31,-4,6,0
163,595,Nottmoor Faste Guardtower,2,548414,380015,8720,0,31,-4,6,0
163,596,Hlidskialf Faste Watchtower,2,624120,414642,8424,0,31,-4,6,0
163,597,Blendrake Faste Guardtower,2,603891,413189,8280,310,31,-4,6,0
163,598,Glenlock Faste Watchtower,2,615923,388691,8882,0,31,-4,6,0
163,599,Fensalir Faste Watchtower,2,623405,338816,8664,0,31,-4,6,0
163,600,Arvakr Faste Watchtower,2,682140,374443,8696,0,31,-4,6,0
163,620,Dun Crimthain Guardtower,3,448344,511680,8760,308,31,-4,6,0
163,621,Dun Bolg Guardtower,3,471851,548339,8048,0,31,-4,6,0
163,622,Dun nGed Watchtower,3,432942,559727,8544,0,31,-4,6,0
163,623,Dun da Behnn Guardtower,3,481362,592480,8368,220,31,-4,6,0
163,624,Dun Scathaig Guardtower,3,446075,661758,6720,155,31,-4,6,0
163,625,Dun Ailinne Watchtower,3,427142,614361,8048,0,31,-4,6,0
163,831,Caer Berkstead Outpost,1,617113,525051,8056,0,31,-4,6,0
163,834,Caer Sursbrooke Outpost,1,564056,603082,8048,83,31,-4,6,0
163,851,Nottmoor Faste Outpost,2,559472,366148,8272,0,31,-4,6,0
163,852,Hlidskialf Faste Spire,2,656515,410732,8152,240,31,-4,6,0
163,876,Dun Crimthain Outpost,3,435776,527444,8128,0,31,-4,6,0
163,877,Dun Bolg Outpost,3,469868,564835,8880,0,31,-4,6,0
163,1086,Caer Benowyc Spire,1,593885,499953,8896,275,31,-4,6,0
163,1088,Caer Erasleigh Outpost,1,579169,526827,8048,0,31,-4,6,0
163,1089,Caer Boldiam Spire,1,609786,560185,8048,180,31,-4,6,0
163,1106,Bledmeer Faste Spire,2,532897,392232,8888,180,31,-4,6,0
163,1109,Blendrake Faste Outpost,2,581302,412151,8680,0,31,-4,6,0
163,1110,Glenlock Faste Outpost,2,621751,359061,8280,0,31,-4,6,0
163,1131,Dun Crauchon Spire,3,456558,500413,8880,90,31,-4,6,0
163,1134,Dun nGed Outpost,3,425080,587142,8048,0,31,-4,6,0
163,1135,Dun da Behnn Outpost,3,473894,610593,9072,14,31,-4,6,0
